Statistic,Quarter,Sector,value
Gross Value Added at Current Basic Prices,2008Q1,Construction,2962.0
Gross Value Added at Current Basic Prices,2008Q1,"Distribution, Transport, Hotels and Restaurants",7074.0
Gross Value Added at Current Basic Prices,2008Q1,Information and Communication,3058.0
Gross Value Added at Current Basic Prices,2008Q1,Financial and Insurance Activities,3939.0
Gross Value Added at Current Basic Prices,2008Q1,Real Estate Activities,3314.0
Gross Value Added at Current Basic Prices,2008Q1,"Professional, Admin and Support Services",3651.0
Gross Value Added at Current Basic Prices,2008Q1,"Public Admin, Education and Health",7079.0
Gross Value Added at Current Basic Prices,2008Q1,"Arts, Entertainment and Other Services",998.0
Gross Value Added at Current Basic Prices,2008Q1,Statistical Discrepancy,-258.0
Gross Value Added at Current Basic Prices,2008Q1,All Sectors,42381.0
Gross Value Added at Current Basic Prices,2008Q2,"Agriculture, Forestry and Fishing",722.0
Gross Value Added at Current Basic Prices,2008Q2,Industry (excl. Construction),10334.0
Gross Value Added at Current Basic Prices,2008Q2,Industry - of which Manufacturing,9185.0
Gross Value Added at Current Basic Prices,2008Q2,Construction,2961.0
Gross Value Added at Current Basic Prices,2008Q2,"Distribution, Transport, Hotels and Restaurants",6802.0
Gross Value Added at Current Basic Prices,2008Q2,Information and Communication,3098.0
Gross Value Added at Current Basic Prices,2008Q2,Financial and Insurance Activities,3986.0
Gross Value Added at Current Basic Prices,2008Q2,Real Estate Activities,3262.0
Gross Value Added at Current Basic Prices,2008Q2,"Professional, Admin and Support Services",3605.0
Gross Value Added at Current Basic Prices,2008Q2,"Public Admin, Education and Health",7403.0
Gross Value Added at Current Basic Prices,2008Q2,"Arts, Entertainment and Other Services",1015.0
Gross Value Added at Current Basic Prices,2008Q2,Statistical Discrepancy,-107.0
Gross Value Added at Current Basic Prices,2008Q2,All Sectors,43082.0
Gross Value Added at Current Basic Prices,2008Q3,"Agriculture, Forestry and Fishing",365.0
Gross Value Added at Current Basic Prices,2008Q3,Industry (excl. Construction),9033.0
Gross Value Added at Current Basic Prices,2008Q3,Industry - of which Manufacturing,7968.0
Gross Value Added at Current Basic Prices,2008Q3,Construction,2696.0
Gross Value Added at Current Basic Prices,2008Q3,"Distribution, Transport, Hotels and Restaurants",6743.0
Gross Value Added at Current Basic Prices,2008Q3,Information and Communication,3367.0
Gross Value Added at Current Basic Prices,2008Q3,Financial and Insurance Activities,4194.0
Gross Value Added at Current Basic Prices,2008Q3,Real Estate Activities,3127.0
Gross Value Added at Current Basic Prices,2008Q3,"Professional, Admin and Support Services",3585.0
Gross Value Added at Current Basic Prices,2008Q3,"Public Admin, Education and Health",7361.0
Gross Value Added at Current Basic Prices,2008Q3,"Arts, Entertainment and Other Services",1008.0
Gross Value Added at Current Basic Prices,2008Q3,Statistical Discrepancy,-100.0
Gross Value Added at Current Basic Prices,2008Q3,All Sectors,41380.0
Gross Value Added at Current Basic Prices,2008Q4,"Agriculture, Forestry and Fishing",35.0
Gross Value Added at Current Basic Prices,2008Q4,Industry (excl. Construction),8043.0
Gross Value Added at Current Basic Prices,2008Q4,Industry - of which Manufacturing,6842.0
Gross Value Added at Current Basic Prices,2008Q4,Construction,2431.0
Gross Value Added at Current Basic Prices,2008Q4,"Distribution, Transport, Hotels and Restaurants",6634.0
Gross Value Added at Current Basic Prices,2008Q4,Information and Communication,3228.0
Gross Value Added at Current Basic Prices,2008Q4,Financial and Insurance Activities,4303.0
Gross Value Added at Current Basic Prices,2008Q4,Real Estate Activities,3086.0
Gross Value Added at Current Basic Prices,2008Q4,"Professional, Admin and Support Services",3647.0
Gross Value Added at Current Basic Prices,2008Q4,"Public Admin, Education and Health",7694.0
Gross Value Added at Current Basic Prices,2008Q4,"Arts, Entertainment and Other Services",927.0
Gross Value Added at Current Basic Prices,2008Q4,Statistical Discrepancy,1079.0
Gross Value Added at Current Basic Prices,2008Q4,All Sectors,41107.0
Gross Value Added at Current Basic Prices,2009Q1,"Agriculture, Forestry and Fishing",258.0
Gross Value Added at Current Basic Prices,2009Q1,Industry (excl. Construction),10875.0
Gross Value Added at Current Basic Prices,2009Q1,Industry - of which Manufacturing,9590.0
Gross Value Added at Current Basic Prices,2009Q1,Construction,1135.0
Gross Value Added at Current Basic Prices,2009Q1,"Distribution, Transport, Hotels and Restaurants",6083.0
Gross Value Added at Current Basic Prices,2009Q1,Information and Communication,3053.0
Gross Value Added at Current Basic Prices,2009Q1,Financial and Insurance Activities,3901.0
Gross Value Added at Current Basic Prices,2009Q1,Real Estate Activities,2070.0
Gross Value Added at Current Basic Prices,2009Q1,"Professional, Admin and Support Services",3271.0
Gross Value Added at Current Basic Prices,2009Q1,"Public Admin, Education and Health",7184.0
Gross Value Added at Current Basic Prices,2009Q1,"Arts, Entertainment and Other Services",916.0
Gross Value Added at Current Basic Prices,2009Q1,Statistical Discrepancy,500.0
Gross Value Added at Current Basic Prices,2009Q1,All Sectors,39246.0
Gross Value Added at Current Basic Prices,2009Q2,"Agriculture, Forestry and Fishing",514.0
Gross Value Added at Current Basic Prices,2009Q2,Industry (excl. Construction),10876.0
Gross Value Added at Current Basic Prices,2009Q2,Industry - of which Manufacturing,9723.0
Gross Value Added at Current Basic Prices,2009Q2,Construction,1075.0
Gross Value Added at Current Basic Prices,2009Q2,"Distribution, Transport, Hotels and Restaurants",6071.0
Gross Value Added at Current Basic Prices,2009Q2,Information and Communication,3058.0
Gross Value Added at Current Basic Prices,2009Q2,Financial and Insurance Activities,3985.0
Gross Value Added at Current Basic Prices,2009Q2,Real Estate Activities,2053.0
Gross Value Added at Current Basic Prices,2009Q2,"Professional, Admin and Support Services",3244.0
Gross Value Added at Current Basic Prices,2009Q2,"Public Admin, Education and Health",7419.0
Gross Value Added at Current Basic Prices,2009Q2,"Arts, Entertainment and Other Services",921.0
Gross Value Added at Current Basic Prices,2009Q2,Statistical Discrepancy,704.0
Gross Value Added at Current Basic Prices,2009Q2,All Sectors,39919.0
Gross Value Added at Current Basic Prices,2009Q3,"Agriculture, Forestry and Fishing",156.0
Gross Value Added at Current Basic Prices,2009Q3,Industry (excl. Construction),8893.0
Gross Value Added at Current Basic Prices,2009Q3,Industry - of which Manufacturing,7821.0
Gross Value Added at Current Basic Prices,2009Q3,Construction,1024.0
Gross Value Added at Current Basic Prices,2009Q3,"Distribution, Transport, Hotels and Restaurants",6224.0
Gross Value Added at Current Basic Prices,2009Q3,Information and Communication,3350.0
Gross Value Added at Current Basic Prices,2009Q3,Financial and Insurance Activities,4141.0
Gross Value Added at Current Basic Prices,2009Q3,Real Estate Activities,2065.0
Gross Value Added at Current Basic Prices,2009Q3,"Professional, Admin and Support Services",3243.0
Gross Value Added at Current Basic Prices,2009Q3,"Public Admin, Education and Health",7391.0
Gross Value Added at Current Basic Prices,2009Q3,"Arts, Entertainment and Other Services",901.0
Gross Value Added at Current Basic Prices,2009Q3,Statistical Discrepancy,248.0
Gross Value Added at Current Basic Prices,2009Q3,All Sectors,37638.0
Gross Value Added at Current Basic Prices,2009Q4,"Agriculture, Forestry and Fishing",18.0
Gross Value Added at Current Basic Prices,2009Q4,Industry (excl. Construction),8602.0
Gross Value Added at Current Basic Prices,2009Q4,Industry - of which Manufacturing,7429.0
Gross Value Added at Current Basic Prices,2009Q4,Construction,937.0
Gross Value Added at Current Basic Prices,2009Q4,"Distribution, Transport, Hotels and Restaurants",6262.0
Gross Value Added at Current Basic Prices,2009Q4,Information and Communication,3291.0
Gross Value Added at Current Basic Prices,2009Q4,Financial and Insurance Activities,4017.0
Gross Value Added at Current Basic Prices,2009Q4,Real Estate Activities,2087.0
Gross Value Added at Current Basic Prices,2009Q4,"Professional, Admin and Support Services",3404.0
Gross Value Added at Current Basic Prices,2009Q4,"Public Admin, Education and Health",7493.0
Gross Value Added at Current Basic Prices,2009Q4,"Arts, Entertainment and Other Services",876.0
Gross Value Added at Current Basic Prices,2009Q4,Statistical Discrepancy,482.0
Gross Value Added at Current Basic Prices,2009Q4,All Sectors,37467.0
Gross Value Added at Current Basic Prices,2010Q1,"Agriculture, Forestry and Fishing",432.0
Gross Value Added at Current Basic Prices,2010Q1,Industry (excl. Construction),9798.0
Gross Value Added at Current Basic Prices,2010Q1,Industry - of which Manufacturing,8729.0
Gross Value Added at Current Basic Prices,2010Q1,Construction,567.0
Gross Value Added at Current Basic Prices,2010Q1,"Distribution, Transport, Hotels and Restaurants",6123.0
Gross Value Added at Current Basic Prices,2010Q1,Information and Communication,3237.0
Gross Value Added at Current Basic Prices,2010Q1,Financial and Insurance Activities,4199.0
Gross Value Added at Current Basic Prices,2010Q1,Real Estate Activities,2440.0
Gross Value Added at Current Basic Prices,2010Q1,"Professional, Admin and Support Services",3376.0
Gross Value Added at Current Basic Prices,2010Q1,"Public Admin, Education and Health",6786.0
Gross Value Added at Current Basic Prices,2010Q1,"Arts, Entertainment and Other Services",908.0
Gross Value Added at Current Basic Prices,2010Q1,Statistical Discrepancy,-276.0
Gross Value Added at Current Basic Prices,2010Q1,All Sectors,37590.0
Gross Value Added at Current Basic Prices,2010Q2,"Agriculture, Forestry and Fishing",690.0
Gross Value Added at Current Basic Prices,2010Q2,Industry (excl. Construction),9198.0
Gross Value Added at Current Basic Prices,2010Q2,Industry - of which Manufacturing,8188.0
Gross Value Added at Current Basic Prices,2010Q2,Construction,598.0
Gross Value Added at Current Basic Prices,2010Q2,"Distribution, Transport, Hotels and Restaurants",6180.0
Gross Value Added at Current Basic Prices,2010Q2,Information and Communication,3331.0
Gross Value Added at Current Basic Prices,2010Q2,Financial and Insurance Activities,4383.0
Gross Value Added at Current Basic Prices,2010Q2,Real Estate Activities,2456.0
Gross Value Added at Current Basic Prices,2010Q2,"Professional, Admin and Support Services",3323.0
Gross Value Added at Current Basic Prices,2010Q2,"Public Admin, Education and Health",6974.0
Gross Value Added at Current Basic Prices,2010Q2,"Arts, Entertainment and Other Services",879.0
Gross Value Added at Current Basic Prices,2010Q2,Statistical Discrepancy,510.0
Gross Value Added at Current Basic Prices,2010Q2,All Sectors,38522.0
Gross Value Added at Current Basic Prices,2010Q3,"Agriculture, Forestry and Fishing",366.0
Gross Value Added at Current Basic Prices,2010Q3,Industry (excl. Construction),8924.0
Gross Value Added at Current Basic Prices,2010Q3,Industry - of which Manufacturing,7957.0
Gross Value Added at Current Basic Prices,2010Q3,Construction,584.0
Gross Value Added at Current Basic Prices,2010Q3,"Distribution, Transport, Hotels and Restaurants",6275.0
Gross Value Added at Current Basic Prices,2010Q3,Information and Communication,3289.0
Gross Value Added at Current Basic Prices,2010Q3,Financial and Insurance Activities,4351.0
Gross Value Added at Current Basic Prices,2010Q3,Real Estate Activities,2484.0
Gross Value Added at Current Basic Prices,2010Q3,"Professional, Admin and Support Services",3345.0
Gross Value Added at Current Basic Prices,2010Q3,"Public Admin, Education and Health",7103.0
Gross Value Added at Current Basic Prices,2010Q3,"Arts, Entertainment and Other Services",891.0
Gross Value Added at Current Basic Prices,2010Q3,Statistical Discrepancy,132.0
Gross Value Added at Current Basic Prices,2010Q3,All Sectors,37743.0
Gross Value Added at Current Basic Prices,2010Q4,"Agriculture, Forestry and Fishing",110.0
Gross Value Added at Current Basic Prices,2010Q4,Industry (excl. Construction),8806.0
Gross Value Added at Current Basic Prices,2010Q4,Industry - of which Manufacturing,7756.0
Gross Value Added at Current Basic Prices,2010Q4,Construction,594.0
Gross Value Added at Current Basic Prices,2010Q4,"Distribution, Transport, Hotels and Restaurants",6314.0
Gross Value Added at Current Basic Prices,2010Q4,Information and Communication,4151.0
Gross Value Added at Current Basic Prices,2010Q4,Financial and Insurance Activities,4546.0
Gross Value Added at Current Basic Prices,2010Q4,Real Estate Activities,2475.0
Gross Value Added at Current Basic Prices,2010Q4,"Professional, Admin and Support Services",3875.0
Gross Value Added at Current Basic Prices,2010Q4,"Public Admin, Education and Health",7060.0
Gross Value Added at Current Basic Prices,2010Q4,"Arts, Entertainment and Other Services",905.0
Gross Value Added at Current Basic Prices,2010Q4,Statistical Discrepancy,-632.0
Gross Value Added at Current Basic Prices,2010Q4,All Sectors,38202.0
Gross Value Added at Current Basic Prices,2011Q1,"Agriculture, Forestry and Fishing",550.0
Gross Value Added at Current Basic Prices,2011Q1,Industry (excl. Construction),10154.0
Gross Value Added at Current Basic Prices,2011Q1,Industry - of which Manufacturing,9014.0
Gross Value Added at Current Basic Prices,2011Q1,Construction,466.0
Gross Value Added at Current Basic Prices,2011Q1,"Distribution, Transport, Hotels and Restaurants",6505.0
Gross Value Added at Current Basic Prices,2011Q1,Information and Communication,3391.0
Gross Value Added at Current Basic Prices,2011Q1,Financial and Insurance Activities,3555.0
Gross Value Added at Current Basic Prices,2011Q1,Real Estate Activities,2557.0
Gross Value Added at Current Basic Prices,2011Q1,"Professional, Admin and Support Services",3808.0
Gross Value Added at Current Basic Prices,2011Q1,"Public Admin, Education and Health",6884.0
Gross Value Added at Current Basic Prices,2011Q1,"Arts, Entertainment and Other Services",860.0
