Statistic,Month,Age.Group,Sex,value
Seasonally Adjusted Monthly Unemployment,2015 June,15 - 74 years,Both sexes,223.7
Seasonally Adjusted Monthly Unemployment,2015 June,15 - 74 years,Male,130.1
Seasonally Adjusted Monthly Unemployment,2015 June,15 - 74 years,Female,93.6
Seasonally Adjusted Monthly Unemployment,2015 June,25 - 74 years,Both sexes,172.5
Seasonally Adjusted Monthly Unemployment,2015 June,25 - 74 years,Male,98.0
Seasonally Adjusted Monthly Unemployment,2015 June,25 - 74 years,Female,74.5
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 24 years,Both sexes,51.3
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 24 years,Male,32.1
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 24 years,Female,19.2
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 74 years,Both sexes,218.4
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 74 years,Male,128.0
Seasonally Adjusted Monthly Unemployment,2015 July,15 - 74 years,Female,90.5
Seasonally Adjusted Monthly Unemployment,2015 July,25 - 74 years,Both sexes,167.2
Seasonally Adjusted Monthly Unemployment,2015 July,25 - 74 years,Male,95.9
Seasonally Adjusted Monthly Unemployment,2015 July,25 - 74 years,Female,71.3
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 24 years,Both sexes,51.8
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 24 years,Male,32.4
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 24 years,Female,19.4
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 74 years,Both sexes,215.8
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 74 years,Male,127.6
Seasonally Adjusted Monthly Unemployment,2015 August,15 - 74 years,Female,88.2
Seasonally Adjusted Monthly Unemployment,2015 August,25 - 74 years,Both sexes,164.0
Seasonally Adjusted Monthly Unemployment,2015 August,25 - 74 years,Male,95.1
Seasonally Adjusted Monthly Unemployment,2015 August,25 - 74 years,Female,68.9
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 24 years,Both sexes,53.7
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 24 years,Male,33.5
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 24 years,Female,20.2
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 74 years,Both sexes,217.6
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 74 years,Male,130.1
Seasonally Adjusted Monthly Unemployment,2015 September,15 - 74 years,Female,87.5
Seasonally Adjusted Monthly Unemployment,2015 September,25 - 74 years,Both sexes,163.9
Seasonally Adjusted Monthly Unemployment,2015 September,25 - 74 years,Male,96.6
Seasonally Adjusted Monthly Unemployment,2015 September,25 - 74 years,Female,67.3
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 24 years,Both sexes,54.0
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 24 years,Male,33.6
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 24 years,Female,20.5
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 74 years,Both sexes,219.5
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 74 years,Male,132.8
Seasonally Adjusted Monthly Unemployment,2015 October,15 - 74 years,Female,86.8
Seasonally Adjusted Monthly Unemployment,2015 October,25 - 74 years,Both sexes,165.5
Seasonally Adjusted Monthly Unemployment,2015 October,25 - 74 years,Male,99.2
Seasonally Adjusted Monthly Unemployment,2015 October,25 - 74 years,Female,66.3
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 24 years,Both sexes,54.5
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 24 years,Male,34.2
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 24 years,Female,20.4
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 74 years,Both sexes,219.9
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 74 years,Male,133.9
Seasonally Adjusted Monthly Unemployment,2015 November,15 - 74 years,Female,86.0
Seasonally Adjusted Monthly Unemployment,2015 November,25 - 74 years,Both sexes,165.4
Seasonally Adjusted Monthly Unemployment,2015 November,25 - 74 years,Male,99.7
Seasonally Adjusted Monthly Unemployment,2015 November,25 - 74 years,Female,65.7
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 24 years,Both sexes,51.4
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 24 years,Male,33.4
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 24 years,Female,18.0
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 74 years,Both sexes,209.4
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 74 years,Male,128.8
Seasonally Adjusted Monthly Unemployment,2015 December,15 - 74 years,Female,80.5
Seasonally Adjusted Monthly Unemployment,2015 December,25 - 74 years,Both sexes,157.9
Seasonally Adjusted Monthly Unemployment,2015 December,25 - 74 years,Male,95.5
Seasonally Adjusted Monthly Unemployment,2015 December,25 - 74 years,Female,62.5
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 24 years,Both sexes,49.3
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 24 years,Male,32.7
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 24 years,Female,16.6
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 74 years,Both sexes,207.4
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 74 years,Male,127.6
Seasonally Adjusted Monthly Unemployment,2016 January,15 - 74 years,Female,79.8
Seasonally Adjusted Monthly Unemployment,2016 January,25 - 74 years,Both sexes,158.2
Seasonally Adjusted Monthly Unemployment,2016 January,25 - 74 years,Male,94.9
Seasonally Adjusted Monthly Unemployment,2016 January,25 - 74 years,Female,63.3
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 24 years,Both sexes,48.6
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 24 years,Male,32.5
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 24 years,Female,16.1
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 74 years,Both sexes,203.8
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 74 years,Male,124.8
Seasonally Adjusted Monthly Unemployment,2016 February,15 - 74 years,Female,79.0
Seasonally Adjusted Monthly Unemployment,2016 February,25 - 74 years,Both sexes,155.2
Seasonally Adjusted Monthly Unemployment,2016 February,25 - 74 years,Male,92.2
Seasonally Adjusted Monthly Unemployment,2016 February,25 - 74 years,Female,63.0
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 24 years,Both sexes,47.9
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 24 years,Male,30.8
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 24 years,Female,17.1
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 74 years,Both sexes,202.2
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 74 years,Male,120.7
Seasonally Adjusted Monthly Unemployment,2016 March,15 - 74 years,Female,81.4
Seasonally Adjusted Monthly Unemployment,2016 March,25 - 74 years,Both sexes,154.3
Seasonally Adjusted Monthly Unemployment,2016 March,25 - 74 years,Male,89.9
Seasonally Adjusted Monthly Unemployment,2016 March,25 - 74 years,Female,64.4
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 24 years,Both sexes,49.5
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 24 years,Male,30.1
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 24 years,Female,19.4
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 74 years,Both sexes,206.3
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 74 years,Male,121.1
Seasonally Adjusted Monthly Unemployment,2016 April,15 - 74 years,Female,85.2
Seasonally Adjusted Monthly Unemployment,2016 April,25 - 74 years,Both sexes,156.8
Seasonally Adjusted Monthly Unemployment,2016 April,25 - 74 years,Male,90.9
Seasonally Adjusted Monthly Unemployment,2016 April,25 - 74 years,Female,65.9
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 24 years,Both sexes,49.9
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 24 years,Male,29.7
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 24 years,Female,20.1
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 74 years,Both sexes,204.9
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 74 years,Male,119.2
Seasonally Adjusted Monthly Unemployment,2016 May,15 - 74 years,Female,85.7
Seasonally Adjusted Monthly Unemployment,2016 May,25 - 74 years,Both sexes,155.0
Seasonally Adjusted Monthly Unemployment,2016 May,25 - 74 years,Male,89.5
Seasonally Adjusted Monthly Unemployment,2016 May,25 - 74 years,Female,65.6
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 24 years,Both sexes,50.0
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 24 years,Male,30.3
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 24 years,Female,19.7
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 74 years,Both sexes,202.9
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 74 years,Male,117.9
Seasonally Adjusted Monthly Unemployment,2016 June,15 - 74 years,Female,85.0
Seasonally Adjusted Monthly Unemployment,2016 June,25 - 74 years,Both sexes,152.8
Seasonally Adjusted Monthly Unemployment,2016 June,25 - 74 years,Male,87.5
Seasonally Adjusted Monthly Unemployment,2016 June,25 - 74 years,Female,65.3
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 24 years,Both sexes,49.5
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 24 years,Male,31.2
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 24 years,Female,18.3
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 74 years,Both sexes,197.4
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 74 years,Male,116.8
Seasonally Adjusted Monthly Unemployment,2016 July,15 - 74 years,Female,80.6
Seasonally Adjusted Monthly Unemployment,2016 July,25 - 74 years,Both sexes,147.9
Seasonally Adjusted Monthly Unemployment,2016 July,25 - 74 years,Male,85.6
Seasonally Adjusted Monthly Unemployment,2016 July,25 - 74 years,Female,62.3
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 24 years,Both sexes,49.3
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 24 years,Male,31.3
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 24 years,Female,18.0
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 74 years,Both sexes,194.2
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 74 years,Male,114.3
Seasonally Adjusted Monthly Unemployment,2016 August,15 - 74 years,Female,79.9
Seasonally Adjusted Monthly Unemployment,2016 August,25 - 74 years,Both sexes,144.9
Seasonally Adjusted Monthly Unemployment,2016 August,25 - 74 years,Male,82.9
Seasonally Adjusted Monthly Unemployment,2016 August,25 - 74 years,Female,61.9
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 24 years,Both sexes,48.0
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 24 years,Male,30.3
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 24 years,Female,17.7
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 74 years,Both sexes,184.5
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 74 years,Male,108.3
Seasonally Adjusted Monthly Unemployment,2016 September,15 - 74 years,Female,76.2
Seasonally Adjusted Monthly Unemployment,2016 September,25 - 74 years,Both sexes,136.5
Seasonally Adjusted Monthly Unemployment,2016 September,25 - 74 years,Male,78.0
Seasonally Adjusted Monthly Unemployment,2016 September,25 - 74 years,Female,58.5
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 24 years,Both sexes,48.5
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 24 years,Male,29.6
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 24 years,Female,18.9
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 74 years,Both sexes,179.4
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 74 years,Male,103.1
Seasonally Adjusted Monthly Unemployment,2016 October,15 - 74 years,Female,76.3
Seasonally Adjusted Monthly Unemployment,2016 October,25 - 74 years,Both sexes,131.0
Seasonally Adjusted Monthly Unemployment,2016 October,25 - 74 years,Male,73.5
Seasonally Adjusted Monthly Unemployment,2016 October,25 - 74 years,Female,57.5
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 24 years,Both sexes,47.8
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 24 years,Male,28.3
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 24 years,Female,19.5
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 74 years,Both sexes,174.5
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 74 years,Male,98.1
Seasonally Adjusted Monthly Unemployment,2016 November,15 - 74 years,Female,76.4
Seasonally Adjusted Monthly Unemployment,2016 November,25 - 74 years,Both sexes,126.7
Seasonally Adjusted Monthly Unemployment,2016 November,25 - 74 years,Male,69.8
Seasonally Adjusted Monthly Unemployment,2016 November,25 - 74 years,Female,56.9
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 24 years,Both sexes,46.6
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 24 years,Male,27.0
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 24 years,Female,19.6
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 74 years,Both sexes,174.7
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 74 years,Male,96.9
Seasonally Adjusted Monthly Unemployment,2016 December,15 - 74 years,Female,77.8
Seasonally Adjusted Monthly Unemployment,2016 December,25 - 74 years,Both sexes,128.1
Seasonally Adjusted Monthly Unemployment,2016 December,25 - 74 years,Male,69.9
Seasonally Adjusted Monthly Unemployment,2016 December,25 - 74 years,Female,58.2
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 24 years,Both sexes,41.8
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 24 years,Male,23.1
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 24 years,Female,18.8
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 74 years,Both sexes,172.7
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 74 years,Male,94.5
Seasonally Adjusted Monthly Unemployment,2017 January,15 - 74 years,Female,78.2
Seasonally Adjusted Monthly Unemployment,2017 January,25 - 74 years,Both sexes,130.9
Seasonally Adjusted Monthly Unemployment,2017 January,25 - 74 years,Male,71.5
Seasonally Adjusted Monthly Unemployment,2017 January,25 - 74 years,Female,59.4
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 24 years,Both sexes,40.2
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 24 years,Male,22.4
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 24 years,Female,17.8
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 74 years,Both sexes,170.4
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 74 years,Male,94.2
Seasonally Adjusted Monthly Unemployment,2017 February,15 - 74 years,Female,76.2
Seasonally Adjusted Monthly Unemployment,2017 February,25 - 74 years,Both sexes,130.2
Seasonally Adjusted Monthly Unemployment,2017 February,25 - 74 years,Male,71.7
Seasonally Adjusted Monthly Unemployment,2017 February,25 - 74 years,Female,58.4
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 24 years,Both sexes,39.5
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 24 years,Male,22.7
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 24 years,Female,16.8
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 74 years,Both sexes,165.5
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 74 years,Male,93.0
Seasonally Adjusted Monthly Unemployment,2017 March,15 - 74 years,Female,72.5
Seasonally Adjusted Monthly Unemployment,2017 March,25 - 74 years,Both sexes,126.0
Seasonally Adjusted Monthly Unemployment,2017 March,25 - 74 years,Male,70.3
Seasonally Adjusted Monthly Unemployment,2017 March,25 - 74 years,Female,55.7
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 24 years,Both sexes,40.1
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 24 years,Male,24.0
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 24 years,Female,16.1
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 74 years,Both sexes,158.2
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 74 years,Male,92.4
Seasonally Adjusted Monthly Unemployment,2017 April,15 - 74 years,Female,65.8
Seasonally Adjusted Monthly Unemployment,2017 April,25 - 74 years,Both sexes,118.2
Seasonally Adjusted Monthly Unemployment,2017 April,25 - 74 years,Male,68.4
Seasonally Adjusted Monthly Unemployment,2017 April,25 - 74 years,Female,49.7
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 24 years,Both sexes,40.0
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 24 years,Male,24.2
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 24 years,Female,15.8
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 74 years,Both sexes,153.2
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 74 years,Male,91.3
Seasonally Adjusted Monthly Unemployment,2017 May,15 - 74 years,Female,61.9
Seasonally Adjusted Monthly Unemployment,2017 May,25 - 74 years,Both sexes,113.2
Seasonally Adjusted Monthly Unemployment,2017 May,25 - 74 years,Male,67.0
Seasonally Adjusted Monthly Unemployment,2017 May,25 - 74 years,Female,46.1
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 24 years,Both sexes,40.2
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 24 years,Male,24.1
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 24 years,Female,16.1
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 74 years,Both sexes,153.6
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 74 years,Male,90.7
Seasonally Adjusted Monthly Unemployment,2017 June,15 - 74 years,Female,62.9
Seasonally Adjusted Monthly Unemployment,2017 June,25 - 74 years,Both sexes,113.4
Seasonally Adjusted Monthly Unemployment,2017 June,25 - 74 years,Male,66.6
