Statistic,Month,NACE.Group,value
Retail Sales Index Value Unadjusted,2021 January,"All retail businesses, excluding motor trades and bars",89.3
Retail Sales Index Value Unadjusted,2021 January,"All retail businesses, excluding motor trades",83.7
Retail Sales Index Value Unadjusted,2021 January,"All retail businesses, excluding motor trades, automotive fuel and bars",90.3
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of food (4711,4721 to 4729)",112.8
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",71.3
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",97.1
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",117.2
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of electrical goods (4741 to 4743,4754)",120.0
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",24.5
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",68.9
Retail Sales Index Value Unadjusted,2021 January,"Other retail sales (4753,4763 to 4765,4776 to 4778)",73.6
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of books, newspapers and stationery (4761,4762)",33.8
Retail Sales Index Value Unadjusted,2021 January,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",89.1
Retail Sales Index Value Unadjusted,2021 February,Motor trades (45),181.3
Retail Sales Index Value Unadjusted,2021 February,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",124.4
Retail Sales Index Value Unadjusted,2021 February,Department stores (4719),33.5
Retail Sales Index Value Unadjusted,2021 February,Retail sale of automotive fuel (4730),84.2
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of hardware, paints and glass (4752)",133.9
Retail Sales Index Value Unadjusted,2021 February,Retail sale of furniture and lighting (4759),142.4
Retail Sales Index Value Unadjusted,2021 February,Bars (5630),7.9
Retail Sales Index Value Unadjusted,2021 February,All retail businesses,117.7
Retail Sales Index Value Unadjusted,2021 February,"Motor trades and automotive fuel (45,4730)",168.6
Retail Sales Index Value Unadjusted,2021 February,"All retail businesses, excluding motor trades and bars",98.9
Retail Sales Index Value Unadjusted,2021 February,"All retail businesses, excluding motor trades",92.9
Retail Sales Index Value Unadjusted,2021 February,"All retail businesses, excluding motor trades, automotive fuel and bars",99.6
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of food (4711,4721 to 4729)",121.8
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",79.7
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.3
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",143.9
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of electrical goods (4741 to 4743,4754)",116.1
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",28.7
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",74.0
Retail Sales Index Value Unadjusted,2021 February,"Other retail sales (4753,4763 to 4765,4776 to 4778)",77.9
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of books, newspapers and stationery (4761,4762)",39.2
Retail Sales Index Value Unadjusted,2021 February,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",96.9
Retail Sales Index Value Unadjusted,2021 March,Motor trades (45),128.4
Retail Sales Index Value Unadjusted,2021 March,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",127.8
Retail Sales Index Value Unadjusted,2021 March,Department stores (4719),40.6
Retail Sales Index Value Unadjusted,2021 March,Retail sale of automotive fuel (4730),92.7
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of hardware, paints and glass (4752)",166.9
Retail Sales Index Value Unadjusted,2021 March,Retail sale of furniture and lighting (4759),98.2
Retail Sales Index Value Unadjusted,2021 March,Bars (5630),8.4
Retail Sales Index Value Unadjusted,2021 March,All retail businesses,103.0
Retail Sales Index Value Unadjusted,2021 March,"Motor trades and automotive fuel (45,4730)",123.1
Retail Sales Index Value Unadjusted,2021 March,"All retail businesses, excluding motor trades and bars",100.5
Retail Sales Index Value Unadjusted,2021 March,"All retail businesses, excluding motor trades",94.3
Retail Sales Index Value Unadjusted,2021 March,"All retail businesses, excluding motor trades, automotive fuel and bars",100.8
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of food (4711,4721 to 4729)",125.2
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",80.2
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",103.5
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",122.5
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of electrical goods (4741 to 4743,4754)",105.3
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",32.3
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",79.5
Retail Sales Index Value Unadjusted,2021 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",83.2
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of books, newspapers and stationery (4761,4762)",47.6
Retail Sales Index Value Unadjusted,2021 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",102.8
Retail Sales Index Value Unadjusted,2021 April,Motor trades (45),175.2
Retail Sales Index Value Unadjusted,2021 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",134.6
Retail Sales Index Value Unadjusted,2021 April,Department stores (4719),21.9
Retail Sales Index Value Unadjusted,2021 April,Retail sale of automotive fuel (4730),101.1
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of hardware, paints and glass (4752)",174.0
Retail Sales Index Value Unadjusted,2021 April,Retail sale of furniture and lighting (4759),104.2
Retail Sales Index Value Unadjusted,2021 April,Bars (5630),11.6
Retail Sales Index Value Unadjusted,2021 April,All retail businesses,118.6
Retail Sales Index Value Unadjusted,2021 April,"Motor trades and automotive fuel (45,4730)",165.6
Retail Sales Index Value Unadjusted,2021 April,"All retail businesses, excluding motor trades and bars",103.0
Retail Sales Index Value Unadjusted,2021 April,"All retail businesses, excluding motor trades",96.8
Retail Sales Index Value Unadjusted,2021 April,"All retail businesses, excluding motor trades, automotive fuel and bars",103.0
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of food (4711,4721 to 4729)",133.1
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",78.3
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",120.5
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",116.6
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of electrical goods (4741 to 4743,4754)",92.8
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",36.6
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",79.0
Retail Sales Index Value Unadjusted,2021 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",83.3
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of books, newspapers and stationery (4761,4762)",42.5
Retail Sales Index Value Unadjusted,2021 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",105.8
Retail Sales Index Value Unadjusted,2021 May,Motor trades (45),136.4
Retail Sales Index Value Unadjusted,2021 May,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",128.3
Retail Sales Index Value Unadjusted,2021 May,Department stores (4719),56.5
Retail Sales Index Value Unadjusted,2021 May,Retail sale of automotive fuel (4730),104.0
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of hardware, paints and glass (4752)",182.1
Retail Sales Index Value Unadjusted,2021 May,Retail sale of furniture and lighting (4759),87.5
Retail Sales Index Value Unadjusted,2021 May,Bars (5630),9.2
Retail Sales Index Value Unadjusted,2021 May,All retail businesses,114.7
Retail Sales Index Value Unadjusted,2021 May,"Motor trades and automotive fuel (45,4730)",133.9
Retail Sales Index Value Unadjusted,2021 May,"All retail businesses, excluding motor trades and bars",111.7
Retail Sales Index Value Unadjusted,2021 May,"All retail businesses, excluding motor trades",105.0
Retail Sales Index Value Unadjusted,2021 May,"All retail businesses, excluding motor trades, automotive fuel and bars",111.9
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of food (4711,4721 to 4729)",126.0
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",99.7
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",107.6
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",115.9
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of electrical goods (4741 to 4743,4754)",102.1
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",116.6
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",86.2
Retail Sales Index Value Unadjusted,2021 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",92.9
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of books, newspapers and stationery (4761,4762)",32.3
Retail Sales Index Value Unadjusted,2021 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",102.1
Retail Sales Index Value Unadjusted,2021 June,Motor trades (45),102.2
Retail Sales Index Value Unadjusted,2021 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",123.7
Retail Sales Index Value Unadjusted,2021 June,Department stores (4719),98.2
Retail Sales Index Value Unadjusted,2021 June,Retail sale of automotive fuel (4730),114.6
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of hardware, paints and glass (4752)",174.6
Retail Sales Index Value Unadjusted,2021 June,Retail sale of furniture and lighting (4759),162.1
Retail Sales Index Value Unadjusted,2021 June,Bars (5630),56.7
Retail Sales Index Value Unadjusted,2021 June,All retail businesses,113.5
Retail Sales Index Value Unadjusted,2021 June,"Motor trades and automotive fuel (45,4730)",105.9
Retail Sales Index Value Unadjusted,2021 June,"All retail businesses, excluding motor trades and bars",121.2
Retail Sales Index Value Unadjusted,2021 June,"All retail businesses, excluding motor trades",116.9
Retail Sales Index Value Unadjusted,2021 June,"All retail businesses, excluding motor trades, automotive fuel and bars",121.3
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of food (4711,4721 to 4729)",122.6
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",120.0
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",114.0
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",136.6
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of electrical goods (4741 to 4743,4754)",99.8
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",119.1
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",107.0
Retail Sales Index Value Unadjusted,2021 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",106.4
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of books, newspapers and stationery (4761,4762)",86.4
Retail Sales Index Value Unadjusted,2021 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",125.1
Retail Sales Index Value Unadjusted,2021 July,Motor trades (45),185.1
Retail Sales Index Value Unadjusted,2021 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",129.8
Retail Sales Index Value Unadjusted,2021 July,Department stores (4719),77.9
