Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Price Index (Excl VAT),2023 September,Dairy products (105),134.3
Industrial Price Index (Excl VAT),2023 September,"Grain mill and starch products, prepared animal feeds (106,109)",119.9
Industrial Price Index (Excl VAT),2023 September,Bakery and farinaceous products (107),98.9
Industrial Price Index (Excl VAT),2023 September,Other food products (108),85.3
Industrial Price Index (Excl VAT),2023 September,Manufacture of beverages (11),118.8
Industrial Price Index (Excl VAT),2023 September,Tobacco products (12),
Industrial Price Index (Excl VAT),2023 September,Textiles (13),106.1
Industrial Price Index (Excl VAT),2023 September,Wearing apparel (14),118.9
Industrial Price Index (Excl VAT),2023 September,Leather and related products (15),102.7
Industrial Price Index (Excl VAT),2023 September,"Wood and wood products, except furniture (16)",153.6
Industrial Price Index (Excl VAT),2023 September,Paper and paper products (17),102.7
Industrial Price Index (Excl VAT),2023 September,Printing and reproduction of recorded media (18),107.4
Industrial Price Index (Excl VAT),2023 September,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2023 September,Chemicals and chemical products (20),101.0
Industrial Price Index (Excl VAT),2023 September,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2023 September,Rubber and plastic products (22),121.3
Industrial Price Index (Excl VAT),2023 September,Other non-metallic mineral products (23),144.8
Industrial Price Index (Excl VAT),2023 September,Basic metals (24),122.3
Industrial Price Index (Excl VAT),2023 September,"Fabricated metal products, except machinery and equipment (25)",116.2
Industrial Price Index (Excl VAT),2023 September,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2023 September,Electrical equipment (27),103.4
Industrial Price Index (Excl VAT),2023 September,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2023 September,"Motor vehicles, trailers and semi-trailers (29)",107.9
Industrial Price Index (Excl VAT),2023 September,Other transport equipment (30),115.4
Industrial Price Index (Excl VAT),2023 September,Furniture (31),129.7
Industrial Price Index (Excl VAT),2023 September,Other manufacturing (32),
Industrial Price Index (Excl VAT),2023 September,Mining and quarrying (05 to 09),125.1
Industrial Price Index (Excl VAT),2023 September,Transportable goods industries (05 to 33),87.1
Industrial Price Index (Excl VAT),2023 September,"Food products, beverages and tobacco (10 to 12)",102.6
Industrial Price Index (Excl VAT),2023 September,"Manufacturing, excluding food (11 to 33)",84.8
Industrial Price Index (Excl VAT),2023 September,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2023 September,Capital goods,
Industrial Price Index (Excl VAT),2023 September,Durable consumer goods,
Industrial Price Index (Excl VAT),2023 September,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2023 September,Manufacturing industries (home sales),111.3
Industrial Price Index (Excl VAT),2023 September,Manufacturing industries (export sales),85.9
Industrial Price Index (Excl VAT),2023 September,Manufacturing industries (10 to 33),87.0
Industrial Price Index (Excl VAT),2023 September,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2023 September,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",84.4
Industrial Price Index (Excl VAT),2023 October,Food products (10),100.9
Industrial Price Index (Excl VAT),2023 October,Meat and meat products (101),116.5
Industrial Price Index (Excl VAT),2023 October,"Fish, crustaceans and molluscs (102)",163.9
Industrial Price Index (Excl VAT),2023 October,Fruit and vegetables (103),116.0
Industrial Price Index (Excl VAT),2023 October,"Vegetable, animal oils and fats (104)",92.4
Industrial Price Index (Excl VAT),2023 October,Dairy products (105),122.5
Industrial Price Index (Excl VAT),2023 October,"Grain mill and starch products, prepared animal feeds (106,109)",119.3
Industrial Price Index (Excl VAT),2023 October,Bakery and farinaceous products (107),98.7
Industrial Price Index (Excl VAT),2023 October,Other food products (108),85.4
Industrial Price Index (Excl VAT),2023 October,Manufacture of beverages (11),120.2
Industrial Price Index (Excl VAT),2023 October,Tobacco products (12),
Industrial Price Index (Excl VAT),2023 October,Textiles (13),106.1
Industrial Price Index (Excl VAT),2023 October,Wearing apparel (14),118.9
Industrial Price Index (Excl VAT),2023 October,Leather and related products (15),102.7
Industrial Price Index (Excl VAT),2023 October,"Wood and wood products, except furniture (16)",149.9
Industrial Price Index (Excl VAT),2023 October,Paper and paper products (17),102.6
Industrial Price Index (Excl VAT),2023 October,Printing and reproduction of recorded media (18),107.6
Industrial Price Index (Excl VAT),2023 October,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2023 October,Chemicals and chemical products (20),123.9
Industrial Price Index (Excl VAT),2023 October,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2023 October,Rubber and plastic products (22),121.2
Industrial Price Index (Excl VAT),2023 October,Other non-metallic mineral products (23),144.9
Industrial Price Index (Excl VAT),2023 October,Basic metals (24),118.3
Industrial Price Index (Excl VAT),2023 October,"Fabricated metal products, except machinery and equipment (25)",116.0
Industrial Price Index (Excl VAT),2023 October,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2023 October,Electrical equipment (27),103.6
Industrial Price Index (Excl VAT),2023 October,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2023 October,"Motor vehicles, trailers and semi-trailers (29)",107.9
Industrial Price Index (Excl VAT),2023 October,Other transport equipment (30),115.7
Industrial Price Index (Excl VAT),2023 October,Furniture (31),129.7
Industrial Price Index (Excl VAT),2023 October,Other manufacturing (32),
Industrial Price Index (Excl VAT),2023 October,Mining and quarrying (05 to 09),125.3
Industrial Price Index (Excl VAT),2023 October,Transportable goods industries (05 to 33),88.1
Industrial Price Index (Excl VAT),2023 October,"Food products, beverages and tobacco (10 to 12)",101.7
Industrial Price Index (Excl VAT),2023 October,"Manufacturing, excluding food (11 to 33)",86.1
Industrial Price Index (Excl VAT),2023 October,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2023 October,Capital goods,
Industrial Price Index (Excl VAT),2023 October,Durable consumer goods,
Industrial Price Index (Excl VAT),2023 October,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2023 October,Manufacturing industries (home sales),111.0
Industrial Price Index (Excl VAT),2023 October,Manufacturing industries (export sales),87.0
Industrial Price Index (Excl VAT),2023 October,Manufacturing industries (10 to 33),88.0
Industrial Price Index (Excl VAT),2023 October,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2023 October,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",85.8
Industrial Price Index (Excl VAT),2023 November,Food products (10),99.5
Industrial Price Index (Excl VAT),2023 November,Meat and meat products (101),115.4
Industrial Price Index (Excl VAT),2023 November,"Fish, crustaceans and molluscs (102)",163.5
Industrial Price Index (Excl VAT),2023 November,Fruit and vegetables (103),116.0
Industrial Price Index (Excl VAT),2023 November,"Vegetable, animal oils and fats (104)",91.9
Industrial Price Index (Excl VAT),2023 November,Dairy products (105),122.5
Industrial Price Index (Excl VAT),2023 November,"Grain mill and starch products, prepared animal feeds (106,109)",118.3
Industrial Price Index (Excl VAT),2023 November,Bakery and farinaceous products (107),98.5
Industrial Price Index (Excl VAT),2023 November,Other food products (108),83.5
Industrial Price Index (Excl VAT),2023 November,Manufacture of beverages (11),119.2
Industrial Price Index (Excl VAT),2023 November,Tobacco products (12),
Industrial Price Index (Excl VAT),2023 November,Textiles (13),106.1
Industrial Price Index (Excl VAT),2023 November,Wearing apparel (14),118.9
Industrial Price Index (Excl VAT),2023 November,Leather and related products (15),102.7
Industrial Price Index (Excl VAT),2023 November,"Wood and wood products, except furniture (16)",148.7
Industrial Price Index (Excl VAT),2023 November,Paper and paper products (17),102.5
Industrial Price Index (Excl VAT),2023 November,Printing and reproduction of recorded media (18),101.6
Industrial Price Index (Excl VAT),2023 November,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2023 November,Chemicals and chemical products (20),123.8
Industrial Price Index (Excl VAT),2023 November,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2023 November,Rubber and plastic products (22),120.9
Industrial Price Index (Excl VAT),2023 November,Other non-metallic mineral products (23),143.3
Industrial Price Index (Excl VAT),2023 November,Basic metals (24),118.6
Industrial Price Index (Excl VAT),2023 November,"Fabricated metal products, except machinery and equipment (25)",115.6
Industrial Price Index (Excl VAT),2023 November,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2023 November,Electrical equipment (27),103.3
Industrial Price Index (Excl VAT),2023 November,Machinery and equipment n.e.c. (28),
Industrial Price Index (Excl VAT),2023 November,"Motor vehicles, trailers and semi-trailers (29)",107.9
Industrial Price Index (Excl VAT),2023 November,Other transport equipment (30),115.7
Industrial Price Index (Excl VAT),2023 November,Furniture (31),129.7
Industrial Price Index (Excl VAT),2023 November,Other manufacturing (32),
Industrial Price Index (Excl VAT),2023 November,Mining and quarrying (05 to 09),123.4
Industrial Price Index (Excl VAT),2023 November,Transportable goods industries (05 to 33),88.0
Industrial Price Index (Excl VAT),2023 November,"Food products, beverages and tobacco (10 to 12)",100.3
Industrial Price Index (Excl VAT),2023 November,"Manufacturing, excluding food (11 to 33)",86.2
Industrial Price Index (Excl VAT),2023 November,Intermediate goods (except energy),
Industrial Price Index (Excl VAT),2023 November,Capital goods,
Industrial Price Index (Excl VAT),2023 November,Durable consumer goods,
Industrial Price Index (Excl VAT),2023 November,Non-durable consumer goods,
Industrial Price Index (Excl VAT),2023 November,Manufacturing industries (home sales),110.6
Industrial Price Index (Excl VAT),2023 November,Manufacturing industries (export sales),86.9
Industrial Price Index (Excl VAT),2023 November,Manufacturing industries (10 to 33),87.9
Industrial Price Index (Excl VAT),2023 November,Repair and installation of machinery and equipment (33),
Industrial Price Index (Excl VAT),2023 November,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",85.9
Industrial Price Index (Excl VAT),2023 December,Food products (10),99.1
Industrial Price Index (Excl VAT),2023 December,Meat and meat products (101),114.1
Industrial Price Index (Excl VAT),2023 December,"Fish, crustaceans and molluscs (102)",163.3
Industrial Price Index (Excl VAT),2023 December,Fruit and vegetables (103),116.0
Industrial Price Index (Excl VAT),2023 December,"Vegetable, animal oils and fats (104)",93.0
Industrial Price Index (Excl VAT),2023 December,Dairy products (105),124.1
Industrial Price Index (Excl VAT),2023 December,"Grain mill and starch products, prepared animal feeds (106,109)",117.9
Industrial Price Index (Excl VAT),2023 December,Bakery and farinaceous products (107),99.2
Industrial Price Index (Excl VAT),2023 December,Other food products (108),83.0
Industrial Price Index (Excl VAT),2023 December,Manufacture of beverages (11),118.7
Industrial Price Index (Excl VAT),2023 December,Tobacco products (12),
Industrial Price Index (Excl VAT),2023 December,Textiles (13),106.1
Industrial Price Index (Excl VAT),2023 December,Wearing apparel (14),118.9
Industrial Price Index (Excl VAT),2023 December,Leather and related products (15),102.7
Industrial Price Index (Excl VAT),2023 December,"Wood and wood products, except furniture (16)",146.7
Industrial Price Index (Excl VAT),2023 December,Paper and paper products (17),102.7
Industrial Price Index (Excl VAT),2023 December,Printing and reproduction of recorded media (18),101.6
Industrial Price Index (Excl VAT),2023 December,Coke and refined petroleum products (19),
Industrial Price Index (Excl VAT),2023 December,Chemicals and chemical products (20),123.8
Industrial Price Index (Excl VAT),2023 December,Basic pharmaceutical products and preparations (21),
Industrial Price Index (Excl VAT),2023 December,Rubber and plastic products (22),121.7
Industrial Price Index (Excl VAT),2023 December,Other non-metallic mineral products (23),144.0
Industrial Price Index (Excl VAT),2023 December,Basic metals (24),118.4
Industrial Price Index (Excl VAT),2023 December,"Fabricated metal products, except machinery and equipment (25)",116.1
Industrial Price Index (Excl VAT),2023 December,"Computer, electronic and optical products (26)",
Industrial Price Index (Excl VAT),2023 December,Electrical equipment (27),103.4
