,Statistic,Month,NACE.Rev.2.Sector,value
2316,Percentage Change over 1 month for Services Index,2023M08,"Other Service Activities (L, 92, 93, 95, 96)",-0.1
2317,Percentage Change over 1 month for Services Index,2023M08,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",1.5
2318,Percentage Change over 1 month for Services Index,2023M08,Wholesale Trade (46),0.7
2319,Percentage Change over 1 month for Services Index,2023M08,Accommodation (55),3.8
2320,Percentage Change over 1 month for Services Index,2023M08,"Food Service Activities (561, 562)",-0.2
2321,Percentage Change over 1 month for Services Index,2023M09,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),-0.6
2322,Percentage Change over 1 month for Services Index,2023M09,Transportation & Storage (H),-4.1
2323,Percentage Change over 1 month for Services Index,2023M09,Accommodation & Food Service Activities (I),-4.9
2324,Percentage Change over 1 month for Services Index,2023M09,Information & Communication (J),27.9
2325,Percentage Change over 1 month for Services Index,2023M09,"Professional, Scientific & Technical Activities (M)",1.5
2326,Percentage Change over 1 month for Services Index,2023M09,Administrative & Support Service Activities (N (excl. 7735)),1.6
2327,Percentage Change over 1 month for Services Index,2023M09,"Other Service Activities (L, 92, 93, 95, 96)",1.7
2328,Percentage Change over 1 month for Services Index,2023M09,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",12.5
2329,Percentage Change over 1 month for Services Index,2023M09,Wholesale Trade (46),3.8
2330,Percentage Change over 1 month for Services Index,2023M09,Accommodation (55),-15.2
2331,Percentage Change over 1 month for Services Index,2023M09,"Food Service Activities (561, 562)",-0.1
2332,Percentage Change over 1 month for Services Index,2023M10,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),0.8
2333,Percentage Change over 1 month for Services Index,2023M10,Transportation & Storage (H),-7.9
2334,Percentage Change over 1 month for Services Index,2023M10,Accommodation & Food Service Activities (I),-7.8
2335,Percentage Change over 1 month for Services Index,2023M10,Information & Communication (J),-9.7
2336,Percentage Change over 1 month for Services Index,2023M10,"Professional, Scientific & Technical Activities (M)",6.2
2337,Percentage Change over 1 month for Services Index,2023M10,Administrative & Support Service Activities (N (excl. 7735)),0.3
2338,Percentage Change over 1 month for Services Index,2023M10,"Other Service Activities (L, 92, 93, 95, 96)",5.6
2339,Percentage Change over 1 month for Services Index,2023M10,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-5.3
2340,Percentage Change over 1 month for Services Index,2023M10,Wholesale Trade (46),7.7
2341,Percentage Change over 1 month for Services Index,2023M10,Accommodation (55),-19.6
2342,Percentage Change over 1 month for Services Index,2023M10,"Food Service Activities (561, 562)",-5.7
2343,Percentage Change over 1 month for Services Index,2023M11,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),7.1
2344,Percentage Change over 1 month for Services Index,2023M11,Transportation & Storage (H),-6.9
2345,Percentage Change over 1 month for Services Index,2023M11,Accommodation & Food Service Activities (I),-14.3
2346,Percentage Change over 1 month for Services Index,2023M11,Information & Communication (J),-12.8
2347,Percentage Change over 1 month for Services Index,2023M11,"Professional, Scientific & Technical Activities (M)",-0.8
2348,Percentage Change over 1 month for Services Index,2023M11,Administrative & Support Service Activities (N (excl. 7735)),1.7
2349,Percentage Change over 1 month for Services Index,2023M11,"Other Service Activities (L, 92, 93, 95, 96)",-2.2
2350,Percentage Change over 1 month for Services Index,2023M11,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",-6.5
2351,Percentage Change over 1 month for Services Index,2023M11,Wholesale Trade (46),3.9
2352,Percentage Change over 1 month for Services Index,2023M11,Accommodation (55),-15.3
2353,Percentage Change over 1 month for Services Index,2023M11,"Food Service Activities (561, 562)",-12.0
2354,Services Index Value (Seasonally Adjusted),2015M01,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),94.5
2355,Services Index Value (Seasonally Adjusted),2015M01,Transportation & Storage (H),102.1
2356,Services Index Value (Seasonally Adjusted),2015M01,Accommodation & Food Service Activities (I),99.5
2357,Services Index Value (Seasonally Adjusted),2015M01,Information & Communication (J),94.8
2358,Services Index Value (Seasonally Adjusted),2015M01,"Professional, Scientific & Technical Activities (M)",106.8
2359,Services Index Value (Seasonally Adjusted),2015M01,Administrative & Support Service Activities (N (excl. 7735)),94.0
2360,Services Index Value (Seasonally Adjusted),2015M01,"Other Service Activities (L, 92, 93, 95, 96)",106.9
2361,Services Index Value (Seasonally Adjusted),2015M01,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",98.0
2362,Services Index Value (Seasonally Adjusted),2015M01,Wholesale Trade (46),92.5
2363,Services Index Value (Seasonally Adjusted),2015M01,Accommodation (55),94.6
2364,Services Index Value (Seasonally Adjusted),2015M01,"Food Service Activities (561, 562)",109.1
2365,Services Index Value (Seasonally Adjusted),2015M02,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),98.2
2366,Services Index Value (Seasonally Adjusted),2015M02,Transportation & Storage (H),101.2
2367,Services Index Value (Seasonally Adjusted),2015M02,Accommodation & Food Service Activities (I),99.9
2368,Services Index Value (Seasonally Adjusted),2015M02,Information & Communication (J),90.9
2369,Services Index Value (Seasonally Adjusted),2015M02,"Professional, Scientific & Technical Activities (M)",96.2
2370,Services Index Value (Seasonally Adjusted),2015M02,Administrative & Support Service Activities (N (excl. 7735)),101.1
2371,Services Index Value (Seasonally Adjusted),2015M02,"Other Service Activities (L, 92, 93, 95, 96)",106.7
2372,Services Index Value (Seasonally Adjusted),2015M02,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",96.7
2373,Services Index Value (Seasonally Adjusted),2015M02,Wholesale Trade (46),97.8
2374,Services Index Value (Seasonally Adjusted),2015M02,Accommodation (55),93.4
2375,Services Index Value (Seasonally Adjusted),2015M02,"Food Service Activities (561, 562)",108.7
2376,Services Index Value (Seasonally Adjusted),2015M03,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),98.5
2377,Services Index Value (Seasonally Adjusted),2015M03,Transportation & Storage (H),98.0
2378,Services Index Value (Seasonally Adjusted),2015M03,Accommodation & Food Service Activities (I),98.8
2379,Services Index Value (Seasonally Adjusted),2015M03,Information & Communication (J),93.0
2380,Services Index Value (Seasonally Adjusted),2015M03,"Professional, Scientific & Technical Activities (M)",93.4
2381,Services Index Value (Seasonally Adjusted),2015M03,Administrative & Support Service Activities (N (excl. 7735)),98.2
2382,Services Index Value (Seasonally Adjusted),2015M03,"Other Service Activities (L, 92, 93, 95, 96)",102.1
2383,Services Index Value (Seasonally Adjusted),2015M03,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",96.2
2384,Services Index Value (Seasonally Adjusted),2015M03,Wholesale Trade (46),97.1
2385,Services Index Value (Seasonally Adjusted),2015M03,Accommodation (55),97.5
2386,Services Index Value (Seasonally Adjusted),2015M03,"Food Service Activities (561, 562)",101.8
2387,Services Index Value (Seasonally Adjusted),2015M04,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),98.8
2388,Services Index Value (Seasonally Adjusted),2015M04,Transportation & Storage (H),93.6
2389,Services Index Value (Seasonally Adjusted),2015M04,Accommodation & Food Service Activities (I),98.4
2390,Services Index Value (Seasonally Adjusted),2015M04,Information & Communication (J),101.7
2391,Services Index Value (Seasonally Adjusted),2015M04,"Professional, Scientific & Technical Activities (M)",94.7
2392,Services Index Value (Seasonally Adjusted),2015M04,Administrative & Support Service Activities (N (excl. 7735)),100.8
2393,Services Index Value (Seasonally Adjusted),2015M04,"Other Service Activities (L, 92, 93, 95, 96)",99.2
2394,Services Index Value (Seasonally Adjusted),2015M04,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",98.7
2395,Services Index Value (Seasonally Adjusted),2015M04,Wholesale Trade (46),99.1
2396,Services Index Value (Seasonally Adjusted),2015M04,Accommodation (55),103.1
2397,Services Index Value (Seasonally Adjusted),2015M04,"Food Service Activities (561, 562)",97.0
2398,Services Index Value (Seasonally Adjusted),2015M05,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.4
2399,Services Index Value (Seasonally Adjusted),2015M05,Transportation & Storage (H),94.9
2400,Services Index Value (Seasonally Adjusted),2015M05,Accommodation & Food Service Activities (I),99.5
2401,Services Index Value (Seasonally Adjusted),2015M05,Information & Communication (J),88.9
2402,Services Index Value (Seasonally Adjusted),2015M05,"Professional, Scientific & Technical Activities (M)",96.8
2403,Services Index Value (Seasonally Adjusted),2015M05,Administrative & Support Service Activities (N (excl. 7735)),102.1
2404,Services Index Value (Seasonally Adjusted),2015M05,"Other Service Activities (L, 92, 93, 95, 96)",102.2
2405,Services Index Value (Seasonally Adjusted),2015M05,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",95.9
2406,Services Index Value (Seasonally Adjusted),2015M05,Wholesale Trade (46),101.5
2407,Services Index Value (Seasonally Adjusted),2015M05,Accommodation (55),104.8
2408,Services Index Value (Seasonally Adjusted),2015M05,"Food Service Activities (561, 562)",93.6
2409,Services Index Value (Seasonally Adjusted),2015M06,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.9
2410,Services Index Value (Seasonally Adjusted),2015M06,Transportation & Storage (H),100.8
2411,Services Index Value (Seasonally Adjusted),2015M06,Accommodation & Food Service Activities (I),99.1
2412,Services Index Value (Seasonally Adjusted),2015M06,Information & Communication (J),90.5
2413,Services Index Value (Seasonally Adjusted),2015M06,"Professional, Scientific & Technical Activities (M)",102.9
2414,Services Index Value (Seasonally Adjusted),2015M06,Administrative & Support Service Activities (N (excl. 7735)),103.6
2415,Services Index Value (Seasonally Adjusted),2015M06,"Other Service Activities (L, 92, 93, 95, 96)",90.7
2416,Services Index Value (Seasonally Adjusted),2015M06,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",97.5
2417,Services Index Value (Seasonally Adjusted),2015M06,Wholesale Trade (46),101.1
2418,Services Index Value (Seasonally Adjusted),2015M06,Accommodation (55),107.4
2419,Services Index Value (Seasonally Adjusted),2015M06,"Food Service Activities (561, 562)",89.2
2420,Services Index Value (Seasonally Adjusted),2015M07,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.3
2421,Services Index Value (Seasonally Adjusted),2015M07,Transportation & Storage (H),103.2
2422,Services Index Value (Seasonally Adjusted),2015M07,Accommodation & Food Service Activities (I),101.4
2423,Services Index Value (Seasonally Adjusted),2015M07,Information & Communication (J),106.1
2424,Services Index Value (Seasonally Adjusted),2015M07,"Professional, Scientific & Technical Activities (M)",99.5
2425,Services Index Value (Seasonally Adjusted),2015M07,Administrative & Support Service Activities (N (excl. 7735)),94.7
2426,Services Index Value (Seasonally Adjusted),2015M07,"Other Service Activities (L, 92, 93, 95, 96)",104.5
2427,Services Index Value (Seasonally Adjusted),2015M07,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",102.3
2428,Services Index Value (Seasonally Adjusted),2015M07,Wholesale Trade (46),101.2
2429,Services Index Value (Seasonally Adjusted),2015M07,Accommodation (55),105.9
2430,Services Index Value (Seasonally Adjusted),2015M07,"Food Service Activities (561, 562)",96.7
2431,Services Index Value (Seasonally Adjusted),2015M08,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.4
2432,Services Index Value (Seasonally Adjusted),2015M08,Transportation & Storage (H),104.9
2433,Services Index Value (Seasonally Adjusted),2015M08,Accommodation & Food Service Activities (I),100.2
2434,Services Index Value (Seasonally Adjusted),2015M08,Information & Communication (J),106.9
2435,Services Index Value (Seasonally Adjusted),2015M08,"Professional, Scientific & Technical Activities (M)",98.1
2436,Services Index Value (Seasonally Adjusted),2015M08,Administrative & Support Service Activities (N (excl. 7735)),100.0
2437,Services Index Value (Seasonally Adjusted),2015M08,"Other Service Activities (L, 92, 93, 95, 96)",98.9
