Statistic,Quarter,Sectors,value
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross Domestic Fixed Capital Formation,17078.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Exports of Goods and Services (excluding Factor Income Flows),97350.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Imports of Goods and Services (excluding Factor Income Flows),-67680.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross Domestic Product at Market Prices,82977.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Gross National Product at Market Prices,64097.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q1,Modified Final Domestic Demand,45418.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Personal Expenditure on Consumer Goods and Services,27021.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,8386.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross Domestic Fixed Capital Formation,18467.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Exports of Goods and Services (excluding Factor Income Flows),103006.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Imports of Goods and Services (excluding Factor Income Flows),-71375.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross Domestic Product at Market Prices,85500.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Gross National Product at Market Prices,67481.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q2,Modified Final Domestic Demand,46077.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Personal Expenditure on Consumer Goods and Services,26900.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,8570.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross Domestic Fixed Capital Formation,20091.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Exports of Goods and Services (excluding Factor Income Flows),103723.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Imports of Goods and Services (excluding Factor Income Flows),-75968.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross Domestic Product at Market Prices,84778.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Gross National Product at Market Prices,66232.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q3,Modified Final Domestic Demand,45734.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Personal Expenditure on Consumer Goods and Services,26718.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,8408.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross Domestic Fixed Capital Formation,39618.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Exports of Goods and Services (excluding Factor Income Flows),108541.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Imports of Goods and Services (excluding Factor Income Flows),-96163.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross Domestic Product at Market Prices,85821.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Gross National Product at Market Prices,63791.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2018Q4,Modified Final Domestic Demand,45166.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Personal Expenditure on Consumer Goods and Services,27876.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,8896.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross Domestic Fixed Capital Formation,18795.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Exports of Goods and Services (excluding Factor Income Flows),109052.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Imports of Goods and Services (excluding Factor Income Flows),-79508.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross Domestic Product at Market Prices,87168.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Gross National Product at Market Prices,67561.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q1,Modified Final Domestic Demand,46454.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Personal Expenditure on Consumer Goods and Services,28086.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,8933.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross Domestic Fixed Capital Formation,62353.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Exports of Goods and Services (excluding Factor Income Flows),111687.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Imports of Goods and Services (excluding Factor Income Flows),-122081.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross Domestic Product at Market Prices,89356.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Gross National Product at Market Prices,68148.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q2,Modified Final Domestic Demand,46454.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Personal Expenditure on Consumer Goods and Services,27610.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,9129.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Gross Domestic Fixed Capital Formation,21403.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Exports of Goods and Services (excluding Factor Income Flows),115683.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Imports of Goods and Services (excluding Factor Income Flows),-87125.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Gross Domestic Product at Market Prices,89492.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Gross National Product at Market Prices,69074.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q3,Modified Final Domestic Demand,47047.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Personal Expenditure on Consumer Goods and Services,27345.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,8933.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Gross Domestic Fixed Capital Formation,88400.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Exports of Goods and Services (excluding Factor Income Flows),119369.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Imports of Goods and Services (excluding Factor Income Flows),-154676.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Gross Domestic Product at Market Prices,90458.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Gross National Product at Market Prices,70738.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2019Q4,Modified Final Domestic Demand,45716.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Personal Expenditure on Consumer Goods and Services,26527.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,9070.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Gross Domestic Fixed Capital Formation,81597.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Exports of Goods and Services (excluding Factor Income Flows),120711.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Imports of Goods and Services (excluding Factor Income Flows),-147069.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Gross Domestic Product at Market Prices,92819.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Gross National Product at Market Prices,71768.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q1,Modified Final Domestic Demand,45584.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Personal Expenditure on Consumer Goods and Services,22657.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,10148.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Gross Domestic Fixed Capital Formation,20931.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Exports of Goods and Services (excluding Factor Income Flows),115892.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Imports of Goods and Services (excluding Factor Income Flows),-79640.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Gross Domestic Product at Market Prices,90215.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Gross National Product at Market Prices,68078.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q2,Modified Final Domestic Demand,40713.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Personal Expenditure on Consumer Goods and Services,25330.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,10161.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Gross Domestic Fixed Capital Formation,19865.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Exports of Goods and Services (excluding Factor Income Flows),125576.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Imports of Goods and Services (excluding Factor Income Flows),-79580.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Gross Domestic Product at Market Prices,99549.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Gross National Product at Market Prices,69015.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q3,Modified Final Domestic Demand,45699.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Personal Expenditure on Consumer Goods and Services,24841.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,10419.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Gross Domestic Fixed Capital Formation,24561.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Exports of Goods and Services (excluding Factor Income Flows),136907.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Imports of Goods and Services (excluding Factor Income Flows),-104001.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Gross Domestic Product at Market Prices,94791.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Gross National Product at Market Prices,76015.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2020Q4,Modified Final Domestic Demand,44591.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Personal Expenditure on Consumer Goods and Services,23582.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,10435.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Gross Domestic Fixed Capital Formation,18730.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Exports of Goods and Services (excluding Factor Income Flows),137818.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Imports of Goods and Services (excluding Factor Income Flows),-87367.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Gross Domestic Product at Market Prices,103763.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Gross National Product at Market Prices,74362.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q1,Modified Final Domestic Demand,43230.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Personal Expenditure on Consumer Goods and Services,27044.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,10487.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Gross Domestic Fixed Capital Formation,19546.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Exports of Goods and Services (excluding Factor Income Flows),146446.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Imports of Goods and Services (excluding Factor Income Flows),-92688.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Gross Domestic Product at Market Prices,108915.0
Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2021Q2,Gross National Product at Market Prices,78349.0
